,local_description,full_name,isin,pricescale,date,open,high,low,close,volume
38,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-01 07:00:00,107.5,108.79,106.42,108.26,114856498.0
39,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-02 07:00:00,109.0,109.2,106.1,106.12,97924078.0
40,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-03 07:00:00,106.7,107.63,105.4,106.99,80188358.0
41,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-04 07:00:00,107.7,109.02,106.7,108.99,84288018.0
42,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-07 07:00:00,109.62,110.2,108.57,109.47,75021078.0
43,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-09 07:00:00,108.99,109.07,107.5,108.15,72419978.0
44,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-10 07:00:00,108.26,109.9,107.67,108.84,94994798.0
45,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-11 07:00:00,109.2,109.95,108.55,109.26,61331208.0
46,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-14 07:00:00,109.28,109.56,108.4,109.26,66480998.0
47,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-15 07:00:00,109.6,110.29,106.09,106.46,127043798.0
48,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-16 07:00:00,107.2,107.27,106.12,107.0,75835058.0
49,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-17 07:00:00,107.8,109.49,107.7,109.47,92997388.0
50,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-18 07:00:00,109.59,112.5,108.91,112.4,134630798.0
51,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-21 07:00:00,111.5,112.92,110.5,112.07,115565298.0
52,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-22 07:00:00,112.27,114.19,111.0,111.49,107526098.0
53,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-23 07:00:00,111.27,112.1,108.7,109.1,104185698.0
54,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-24 07:00:00,108.59,109.29,107.05,108.06,93439808.0
55,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-25 07:00:00,108.62,109.5,108.62,109.1,32979668.0
56,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-28 07:00:00,110.0,110.11,107.69,108.12,50130408.0
57,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-29 07:00:00,107.91,108.44,105.35,107.05,86835578.0
58,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-30 07:00:00,107.98,109.91,107.52,109.15,84472718.0
59,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-03-31 07:00:00,108.72,110.59,107.32,109.9,106590098.0
60,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-01 07:00:00,109.3,109.4,107.01,108.52,101276198.0
61,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-04 07:00:00,108.21,109.69,107.1,108.2,80458168.0
62,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-05 07:00:00,107.24,107.64,106.0,106.87,75655978.0
63,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-06 07:00:00,107.63,108.3,107.05,108.0,75577528.0
64,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-07 07:00:00,108.99,109.38,107.62,108.51,80295518.0
65,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-08 07:00:00,108.98,113.3,108.56,112.92,124450398.0
66,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-11 07:00:00,113.0,117.85,112.62,117.35,150709398.0
67,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-12 07:00:00,117.27,119.39,115.82,117.95,121033498.0
68,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-13 07:00:00,118.1,119.95,117.35,119.5,103450698.0
69,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-14 07:00:00,119.01,119.55,117.89,119.3,87986338.0
70,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-15 07:00:00,118.95,119.91,118.11,119.3,70464928.0
71,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-18 07:00:00,117.12,118.2,116.01,118.2,91828008.0
72,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-19 07:00:00,118.9,123.35,118.78,121.5,137828398.0
73,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-20 07:00:00,120.5,123.97,119.9,123.75,104454398.0
74,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-21 07:00:00,124.99,125.55,118.2,119.17,181989898.0
75,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-22 07:00:00,119.68,121.39,117.9,121.25,103033598.0
76,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-25 07:00:00,121.01,121.51,119.6,120.08,67353688.0
77,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-26 07:00:00,119.98,119.98,116.75,119.7,87582978.0
78,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-27 07:00:00,120.25,122.37,119.57,120.8,90776268.0
79,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-28 07:00:00,121.31,124.39,120.0,124.39,86145268.0
80,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-04-29 07:00:00,124.43,125.78,122.0,123.55,102844998.0
81,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-04 07:00:00,121.5,122.39,119.31,120.96,84919828.0
82,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-05 07:00:00,121.46,122.3,120.4,120.92,56067228.0
83,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-06 07:00:00,120.27,120.86,118.41,120.64,70324508.0
84,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-10 07:00:00,119.8,121.35,118.57,119.55,66142638.0
85,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-11 07:00:00,120.01,123.62,119.57,123.45,85404518.0
86,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-12 07:00:00,123.46,124.38,121.01,121.2,82201848.0
87,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-13 07:00:00,121.5,121.95,119.69,121.07,63730838.0
88,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-16 07:00:00,122.2,123.62,121.63,122.6,59171908.0
89,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-17 07:00:00,122.85,123.27,120.6,122.71,72505098.0
90,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-18 07:00:00,122.49,123.54,121.83,123.12,50047458.0
91,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-19 07:00:00,121.96,122.17,120.3,120.5,72437038.0
92,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-20 07:00:00,121.83,122.47,120.8,121.9,54014278.0
93,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-23 07:00:00,121.3,122.2,120.12,121.51,56408968.0
94,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-24 07:00:00,121.45,124.07,121.35,123.5,56897488.0
95,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-25 07:00:00,124.45,128.55,124.41,127.87,114073698.0
96,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-26 07:00:00,128.53999,133.05,126.9,132.16,125310698.0
97,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-27 07:00:00,131.62,134.78999,131.35001,133.2,87175148.0
98,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-30 07:00:00,133.50999,135.08,132.55,134.45,37575078.0
99,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-05-31 07:00:00,134.78999,135.98,132.56,132.56,93363018.0
100,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-01 07:00:00,132.36,133.21001,131.31,131.36,64165108.0
101,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-02 07:00:00,131.50999,133.08,130.50999,132.3,63947298.0
102,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-03 07:00:00,133.07001,134.44,131.03999,131.59,68202628.0
103,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-06 07:00:00,132.08,134.74001,132.0,133.99001,48666038.0
104,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-07 07:00:00,134.5,139.97,134.02,139.97,101205298.0
105,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-08 07:00:00,141.12,142.0,137.44,139.39,88540948.0
106,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-09 07:00:00,139.89999,140.71001,137.07001,139.61,56597298.0
107,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-10 07:00:00,137.8,137.94,133.35001,133.5,64569428.0
108,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-14 07:00:00,131.22,132.37,126.15,127.08,109389598.0
109,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-15 07:00:00,126.9,130.23,126.61,129.89,80324938.0
110,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-16 07:00:00,129.0,129.24001,125.85,127.1,67167628.0
111,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-17 07:00:00,128.66,130.75,128.49001,128.7,66796668.0
112,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-20 07:00:00,132.45,133.48,131.2,132.13,47921578.0
113,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-21 07:00:00,132.10001,133.42999,129.94,133.39,52409308.0
114,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-22 07:00:00,134.61,135.78999,133.50999,134.81,45459108.0
115,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-23 07:00:00,134.42,138.28,133.50999,138.0,100622998.0
116,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-24 07:00:00,131.5,133.5,129.12,133.39999,107405798.0
117,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-27 07:00:00,133.89999,134.83,125.35,126.2,117447698.0
118,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-28 07:00:00,127.85,129.71001,125.7,129.57001,91288178.0
119,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-29 07:00:00,130.63,133.95,129.82001,133.88,67216178.0
120,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-06-30 07:00:00,133.64999,135.34,131.14,133.0,86955518.0
121,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-01 07:00:00,133.38,134.34,131.55,133.85001,64562288.0
122,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-04 07:00:00,134.64999,135.84,133.8,134.60001,37974788.0
123,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-05 07:00:00,133.89999,133.89999,131.73,131.85001,44240958.0
124,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-06 07:00:00,131.50999,132.03999,127.85,129.36,70460968.0
125,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-07 07:00:00,130.49001,133.5,130.02,131.8,77524918.0
126,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-08 07:00:00,130.63,134.49001,130.35001,134.41,75763388.0
127,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-11 07:00:00,134.92,137.77,134.52,137.2,69836358.0
128,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-12 07:00:00,137.55,140.47,136.89999,140.39999,63799708.0
129,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-13 07:00:00,140.28999,141.35001,137.88,139.39999,85670008.0
130,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-14 07:00:00,140.0,140.64999,137.57001,140.0,61352908.0
131,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-15 07:00:00,139.39,139.74001,137.25,138.12,53551788.0
132,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-18 07:00:00,138.42999,139.92999,137.89999,139.92999,46932758.0
133,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-19 07:00:00,139.75,141.10001,138.42,139.47,53219978.0
134,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-20 07:00:00,139.55,140.0,137.41,138.57001,63450998.0
135,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-21 07:00:00,139.3,139.85001,137.8,138.5,32417718.0
136,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-22 07:00:00,137.86,138.87,137.57001,137.8,33621128.0
137,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-25 07:00:00,138.2,138.66,135.5,136.0,47091608.0
138,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-26 07:00:00,136.2,136.7,133.33,135.75,65112168.0
139,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-27 07:00:00,136.10001,137.60001,135.2,136.89999,62463268.0
140,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-28 07:00:00,137.0,137.34,134.82001,136.85001,56411548.0
141,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-07-29 07:00:00,136.57001,139.81,135.92999,139.14999,59193888.0
142,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-01 07:00:00,140.0,141.21001,137.59,138.52,47153868.0
143,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-02 07:00:00,138.45,138.60001,135.0,135.06,57230138.0
144,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-03 07:00:00,134.73,136.2,134.27,135.73,46790058.0
145,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-04 07:00:00,136.47,137.60001,136.02,137.14,41613128.0
146,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-05 07:00:00,137.48,138.89,137.31,138.69,44500458.0
147,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-08 07:00:00,139.00999,140.10001,138.0,139.45,43544438.0
148,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-09 07:00:00,139.21001,140.25,137.85001,139.2,52334378.0
149,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-10 07:00:00,139.2,139.8,138.14,138.3,36208218.0
150,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-11 07:00:00,138.16,139.74001,137.67999,139.7,38363078.0
151,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-12 07:00:00,140.2,141.39,139.10001,139.45,44408568.0
152,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-15 07:00:00,140.25,140.49001,138.86,139.5,40246248.0
153,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-16 07:00:00,139.5,141.08,138.03,138.10001,64976848.0
154,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-17 07:00:00,138.2,138.8,137.17,138.44,42754588.0
155,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-18 07:00:00,138.72,140.14,136.2,137.0,62192108.0
156,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-19 07:00:00,137.7,137.7,135.52,135.8,42601098.0
157,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-22 07:00:00,135.14999,137.47,134.60001,137.37,47528398.0
158,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-23 07:00:00,137.0,140.48,136.89999,140.35001,59224558.0
159,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-24 07:00:00,139.7,140.5,138.52,139.5,46466328.0
160,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-25 07:00:00,139.99001,142.89999,139.67,142.84,76078808.0
161,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-26 07:00:00,143.2,145.60001,143.2,145.25,75195698.0
162,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-29 07:00:00,144.47,144.47,142.50999,143.55,45656958.0
163,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-30 07:00:00,143.58,145.3,143.17999,143.17999,50500268.0
164,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-08-31 07:00:00,143.2,144.05,142.55,143.5,45305828.0
165,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-01 07:00:00,143.96001,144.78,143.60001,144.25,41963098.0
166,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-02 07:00:00,144.45,147.09,143.82001,146.88,53845558.0
167,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-05 07:00:00,147.5,149.60001,147.09,149.5,59600298.0
168,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-06 07:00:00,149.8,150.81,149.06,150.64,60199868.0
169,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-07 07:00:00,150.95,155.03,150.92,154.33,95300488.0
170,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-08 07:00:00,155.23,156.25,152.67,153.45,64752828.0
171,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-09 07:00:00,152.71001,152.84,151.22,151.60001,33786548.0
172,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-12 07:00:00,149.73,151.69,148.64999,151.42999,56124238.0
173,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-13 07:00:00,151.5,152.10001,149.25,149.8,36177588.0
174,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-14 07:00:00,149.85001,151.55,149.35001,150.86,38730078.0
175,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-15 07:00:00,150.50999,150.78,148.06,149.14,45152288.0
176,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-16 07:00:00,149.3,149.67999,147.0,147.0,49929078.0
177,СБЕРБАНК РОССИИ ПАО АО,MOEX:SBER,RU0009029540,100,2016-09-19 07:00:00,148.8,149.91,148.07001,148.66,38986368.0
