,local_description,full_name,isin,pricescale,date,open,high,low,close,volume
1964,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-22 07:00:00,32.885,32.885,32.505,32.575,3038800.0
1965,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-25 07:00:00,32.505,32.66,31.495,32.0,3939500.0
1966,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-26 07:00:00,32.0,32.7,31.91,32.41,4440400.0
1967,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-27 07:00:00,32.43,33.7,32.43,33.7,7307200.0
1968,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-28 07:00:00,33.78,33.885,33.105,33.12,6700200.0
1969,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-04-29 07:00:00,33.12,33.5,32.885,33.275,4319600.0
1970,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-04 07:00:00,33.225,33.495,32.27,32.27,4763200.0
1971,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-05 07:00:00,32.23,32.46,32.05,32.085,4419900.0
1972,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-06 07:00:00,32.19,32.19,31.9,31.995,5368000.0
1973,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-11 07:00:00,32.085,32.195,31.9,32.13,3314200.0
1974,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-12 07:00:00,32.095,32.095,30.74,31.0,5698800.0
1975,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-13 07:00:00,31.1,31.1,30.105,30.28,10544900.0
1976,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-16 07:00:00,30.345,32.0,30.115,32.0,13008700.0
1977,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-17 07:00:00,32.0,34.5,32.0,34.5,30427500.0
1978,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-18 07:00:00,34.7,35.1,32.5,33.3,26063700.0
1979,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-19 07:00:00,36.63,40.0,34.63,34.99,56161000.0
1980,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-20 07:00:00,35.02,35.23,34.2,34.245,14391500.0
1981,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-23 07:00:00,34.24,34.24,33.8,33.86,6872700.0
1982,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-24 07:00:00,33.755,34.245,33.505,34.1,7845300.0
1983,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-25 07:00:00,34.24,35.18,34.055,35.075,10830500.0
1984,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-26 07:00:00,35.1,35.73,35.085,35.47,13211400.0
1985,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-27 07:00:00,35.465,35.7,34.8,35.47,9417700.0
1986,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-30 07:00:00,35.475,35.89,35.04,35.6,11877900.0
1987,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-05-31 07:00:00,35.5,35.695,35.3,35.355,7068400.0
1988,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-01 07:00:00,35.5,35.685,35.04,35.59,4630000.0
1989,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-02 07:00:00,35.59,36.28,35.5,36.05,14045500.0
1990,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-03 07:00:00,36.1,36.29,35.9,35.915,5708600.0
1991,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-06 07:00:00,35.85,36.285,35.61,36.02,5582200.0
1992,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-07 07:00:00,36.02,36.02,35.7,35.83,3281100.0
1993,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-08 07:00:00,35.9,36.09,35.6,35.6,5593500.0
1994,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-09 07:00:00,35.7,35.74,35.2,35.4,3222800.0
1995,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-10 07:00:00,35.725,35.725,35.425,35.485,3408200.0
1996,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-14 07:00:00,35.5,35.65,35.1,35.14,5486900.0
1997,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-15 07:00:00,35.25,35.6,35.165,35.475,3892300.0
1998,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-16 07:00:00,35.475,36.15,35.355,35.96,11351500.0
1999,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-17 07:00:00,35.925,36.0,35.7,35.81,3954700.0
2000,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-20 07:00:00,35.88,35.895,35.73,35.78,3443200.0
2001,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-21 07:00:00,35.8,35.83,35.3,35.3,5426800.0
2002,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-22 07:00:00,35.4,35.51,33.915,34.4,21516600.0
2003,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-23 07:00:00,34.4,34.745,34.1,34.73,8451300.0
2004,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-24 07:00:00,34.7,34.98,34.57,34.98,3337100.0
2005,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-27 07:00:00,34.995,35.2,34.98,35.055,4031900.0
2006,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-28 07:00:00,35.2,35.72,34.85,35.57,9652100.0
2007,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-29 07:00:00,35.57,35.995,34.98,35.1,7725100.0
2008,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-06-30 07:00:00,35.15,35.51,34.11,34.95,19608900.0
2009,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-01 07:00:00,35.225,36.63,34.86,36.0,35569200.0
2010,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-04 07:00:00,36.25,36.415,35.635,35.9,10049100.0
2011,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-05 07:00:00,35.93,36.25,35.8,36.03,9742100.0
2012,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-06 07:00:00,36.1,36.395,36.05,36.13,10486400.0
2013,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-07 07:00:00,36.19,36.25,35.85,36.08,7081700.0
2014,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-08 07:00:00,36.2,36.2,35.515,35.91,8423700.0
2015,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-11 07:00:00,36.0,36.09,35.7,35.835,9191600.0
2016,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-12 07:00:00,35.8,35.9,34.515,35.415,18893700.0
2017,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-13 07:00:00,35.435,35.435,34.56,34.68,23646000.0
2018,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-14 07:00:00,34.72,34.86,33.315,33.765,30040200.0
2019,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-15 07:00:00,33.8,34.48,33.5,33.985,18971600.0
2020,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-18 07:00:00,33.8,34.265,32.925,33.12,35760600.0
2021,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-19 07:00:00,29.81,29.81,28.01,28.69,74253000.0
2022,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-20 07:00:00,28.85,29.15,28.745,28.91,22414100.0
2023,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-21 07:00:00,28.995,29.64,28.175,29.41,26254400.0
2024,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-22 07:00:00,29.5,29.9,29.405,29.51,11381400.0
2025,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-25 07:00:00,29.52,29.985,29.315,29.685,10225500.0
2026,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-26 07:00:00,29.9,29.9,28.95,29.31,15606500.0
2027,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-27 07:00:00,29.31,29.475,28.96,29.1,10782800.0
2028,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-28 07:00:00,29.15,29.24,28.755,28.91,10575000.0
2029,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-07-29 07:00:00,28.95,29.605,28.805,29.35,11716600.0
2030,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-01 07:00:00,29.39,29.795,29.01,29.1,9250900.0
2031,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-02 07:00:00,29.1,29.16,28.85,28.93,6526500.0
2032,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-03 07:00:00,28.93,29.135,28.75,28.8,4625700.0
2033,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-04 07:00:00,28.8,28.975,28.175,28.305,12791900.0
2034,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-05 07:00:00,28.305,29.485,27.8,29.045,30953700.0
2035,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-08 07:00:00,29.955,29.955,28.95,29.115,13929800.0
2036,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-09 07:00:00,29.1,29.265,28.66,28.99,8906500.0
2037,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-10 07:00:00,28.905,29.175,28.76,29.01,7307300.0
2038,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-11 07:00:00,29.1,29.3,28.905,28.97,7313200.0
2039,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-12 07:00:00,28.775,29.1,28.775,29.03,3405400.0
2040,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-15 07:00:00,29.0,29.23,28.825,29.17,5971700.0
2041,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-16 07:00:00,29.17,29.545,29.025,29.24,9650600.0
2042,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-17 07:00:00,29.49,29.5,29.27,29.34,6542800.0
2043,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-18 07:00:00,29.34,29.46,29.11,29.12,6128100.0
2044,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-19 07:00:00,29.22,29.22,28.89,28.95,5443600.0
2045,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-22 07:00:00,29.05,29.105,28.915,29.015,4783500.0
2046,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-23 07:00:00,29.05,29.095,28.995,29.01,7080300.0
2047,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-24 07:00:00,29.09,29.1,28.81,28.85,6131800.0
2048,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-25 07:00:00,28.98,28.98,28.7,28.72,5120700.0
2049,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-26 07:00:00,28.795,29.06,28.745,29.06,6745100.0
2050,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-29 07:00:00,29.06,29.09,28.92,29.01,5722300.0
2051,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-30 07:00:00,29.01,29.28,28.87,28.915,8975100.0
2052,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-08-31 07:00:00,28.92,29.32,28.9,28.98,14812500.0
2053,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-01 07:00:00,29.125,29.2,28.9,29.05,15403100.0
2054,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-02 07:00:00,29.1,30.66,29.03,29.885,72860600.0
2055,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-05 07:00:00,30.205,30.215,29.28,29.87,19181100.0
2056,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-06 07:00:00,29.84,29.93,28.925,29.29,23080000.0
2057,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-07 07:00:00,29.18,29.265,29.0,29.005,7184400.0
2058,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-08 07:00:00,28.94,29.24,28.925,29.04,8137100.0
2059,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-09 07:00:00,29.095,29.4,28.965,29.12,10908300.0
2060,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-12 07:00:00,29.13,29.545,29.04,29.445,18408000.0
2061,СУРГУТНЕФТЕГАЗ ПАО АП,MOEX:SNGSP,RU0009029524,1000,2022-09-13 07:00:00,29.6,29.695,28.95,29.055,12006600.0
